snapshot_date,platform,keyword,occupation_code,industry_code,total_reported,stop_reason,occupation_label_de,occupation_label_en,industry_label_de,industry_label_en
2026-09-05,arbeit.swiss,Förster,,,23,exhausted,,,,
2026-09-05,arbeit.swiss,Animateur,,,23,exhausted,,,,
2026-09-05,arbeit.swiss,Feinmechaniker,,,22,exhausted,,,,
2026-09-05,arbeit.swiss,Ressortleiter,,,22,exhausted,,,,
2026-09-05,arbeit.swiss,Corporate Travel Manager,,,22,exhausted,,,,
2026-09-05,arbeit.swiss,Augenoptiker,,,22,exhausted,,,,
2026-09-05,arbeit.swiss,Digital Health Manager,,,21,exhausted,,,,
2026-09-05,arbeit.swiss,Senior Scientist,,,21,exhausted,,,,
2026-09-05,arbeit.swiss,Head of Energy,,,21,exhausted,,,,
2026-09-05,arbeit.swiss,Solarmonteur,,,20,exhausted,,,,
2026-09-05,arbeit.swiss,324,,,20,exhausted,,,,
2026-09-05,arbeit.swiss,Head of Communications,,,20,exhausted,,,,
2026-09-05,arbeit.swiss,Boutique Manager,,,20,exhausted,,,,
2026-09-05,arbeit.swiss,225,,,20,exhausted,,,,
2026-09-05,arbeit.swiss,230,,,19,exhausted,,,,
2026-09-05,arbeit.swiss,Landmaschinen-Servicetechniker,,,19,exhausted,,,,
2026-09-05,arbeit.swiss,Communications Director,,,19,exhausted,,,,
2026-09-05,arbeit.swiss,Automechatroniker,,,19,exhausted,,,,
2026-09-05,arbeit.swiss,Polizist,,,19,exhausted,,,,
2026-09-05,arbeit.swiss,MTRA,,,18,exhausted,,,,
2026-09-05,arbeit.swiss,Erntehelfer,,,17,exhausted,,,,
2026-09-05,arbeit.swiss,Kaufmännischer Mitarbeiter,,,17,exhausted,,,,
2026-09-05,arbeit.swiss,612,,,16,exhausted,,,,
2026-09-05,arbeit.swiss,PhD Student,,,15,exhausted,,,,
2026-09-05,arbeit.swiss,Marketing Coordinator,,,15,exhausted,,,,
2026-09-05,arbeit.swiss,Travel Consultant,,,15,exhausted,,,,
2026-09-05,arbeit.swiss,Destination Manager,,,15,exhausted,,,,
2026-09-05,arbeit.swiss,Principal Scientist,,,15,exhausted,,,,
2026-09-05,arbeit.swiss,Fitnesstrainer,,,14,exhausted,,,,
2026-09-05,arbeit.swiss,TOA,,,14,exhausted,,,,
2026-09-05,arbeit.swiss,511,,,14,exhausted,,,,
2026-09-05,arbeit.swiss,223,,,14,exhausted,,,,
2026-09-05,arbeit.swiss,Ingenieur Energieversorgung,,,14,exhausted,,,,
2026-09-05,arbeit.swiss,314,,,12,exhausted,,,,
2026-09-05,arbeit.swiss,265,,,12,exhausted,,,,
2026-09-05,arbeit.swiss,Kundenberater KMU,,,12,exhausted,,,,
2026-09-05,arbeit.swiss,Versicherungsfachmann,,,11,exhausted,,,,
2026-09-05,arbeit.swiss,Retail Luxury,,,11,exhausted,,,,
2026-09-05,arbeit.swiss,Tax Consultant,,,10,exhausted,,,,
2026-09-05,arbeit.swiss,Bijoutier,,,10,exhausted,,,,
2026-09-05,arbeit.swiss,Anwendungstechniker,,,10,exhausted,,,,
2026-09-05,arbeit.swiss,315,,,9,exhausted,,,,
2026-09-05,arbeit.swiss,Event Coordinator,,,9,exhausted,,,,
2026-09-05,arbeit.swiss,Schmied,,,9,exhausted,,,,
2026-09-05,arbeit.swiss,Unternehmensberater,,,7,exhausted,,,,
2026-09-05,arbeit.swiss,Konditorin,,,7,exhausted,,,,
2026-09-05,arbeit.swiss,Renewable Energy Engineer,,,7,exhausted,,,,
2026-09-05,arbeit.swiss,Wissenschaftlicher Mitarbeiter,,,7,exhausted,,,,
2026-09-05,arbeit.swiss,Verkaufsleiter Versicherung,,,7,exhausted,,,,
2026-09-05,arbeit.swiss,Aussendienst Versicherung,,,7,exhausted,,,,
2026-09-05,arbeit.swiss,Optometrist,,,7,exhausted,,,,
2026-09-05,arbeit.swiss,Pharma Assistentin,,,6,exhausted,,,,
2026-09-05,arbeit.swiss,Brand Manager Luxury,,,6,exhausted,,,,
2026-09-05,arbeit.swiss,Insurance Broker,,,6,exhausted,,,,
2026-09-05,arbeit.swiss,Fleischer,,,5,exhausted,,,,
2026-09-05,arbeit.swiss,Energy Analyst,,,5,exhausted,,,,
2026-09-05,arbeit.swiss,Doktorand,,,5,exhausted,,,,
2026-09-05,arbeit.swiss,Direktor Bildung,,,5,exhausted,,,,
2026-09-05,arbeit.swiss,Schadenexperte,,,5,exhausted,,,,
2026-09-05,arbeit.swiss,Bildungsverantwortlicher,,,4,exhausted,,,,
2026-09-05,arbeit.swiss,817,,,4,exhausted,,,,
2026-09-05,arbeit.swiss,Ausbildungsleiter,,,4,exhausted,,,,
2026-09-05,arbeit.swiss,Optiker,,,4,exhausted,,,,
2026-09-05,arbeit.swiss,Applikationstechniker,,,3,exhausted,,,,
2026-09-05,arbeit.swiss,Chocolatier,,,3,exhausted,,,,
2026-09-05,arbeit.swiss,GMP Auditor,,,3,exhausted,,,,
2026-09-05,arbeit.swiss,Applikationsingenieur,,,3,exhausted,,,,
2026-09-05,arbeit.swiss,Bäckerin,,,2,exhausted,,,,
2026-09-05,arbeit.swiss,Milchpraktiker,,,2,exhausted,,,,
2026-09-05,arbeit.swiss,Watchmaker,,,2,exhausted,,,,
2026-09-05,arbeit.swiss,Pilates Lehrer,,,1,exhausted,,,,
2026-09-05,arbeit.swiss,Fertigungsmechaniker,,,1,exhausted,,,,
2026-09-05,arbeit.swiss,Personalfachmann,,,1,exhausted,,,,
2026-09-05,arbeit.swiss,Eventmanager,,,1,exhausted,,,,
2026-09-05,arbeit.swiss,Wissenschaftlicher Assistent,,,1,exhausted,,,,
2026-09-05,arbeit.swiss,Verbandssekretär,,,1,exhausted,,,,
2026-09-05,arbeit.swiss,Kaufmännischer Angestellter,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,021,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,011,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,323,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,622,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,700,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,835,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,Amtsrichter,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,Aussendienstmitarbeiter Versicherung,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,Biotechnologe,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,Boutique Director,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,Bundesrichter,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,Event Manager Tourism,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,Fachoptiker,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,Kantonsrichter,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,Kinderanimateur,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,Materialwirtschafter,,,0,exhausted,,,,
2026-09-05,arbeit.swiss,Sales Consultant Kosmetik,,,0,exhausted,,,,
2026-09-05,jobs.ch,10,,healthcare_social,7918,exhausted,,,,
2026-09-05,jobs.ch,6,,retail_wholesale,5879,exhausted,,,,
2026-09-05,jobs.ch,112,,,4841,exhausted,,,,
2026-09-05,jobs.ch,110,,,3169,exhausted,,,,
2026-09-05,jobs.ch,2,,construction_realestate,3166,exhausted,,,,
2026-09-05,jobs.ch,105,,,3108,exhausted,,,,
2026-09-05,jobs.ch,100,,,3076,exhausted,,,,
2026-09-05,jobs.ch,HR Manager,,,2835,exhausted,,,,
2026-09-05,jobs.ch,Verkäufer,,,2794,exhausted,,,,
2026-09-05,jobs.ch,Pflegefachfrau,,,2738,exhausted,,,,
2026-09-05,jobs.ch,HR Business Partner,,,2697,exhausted,,,,
2026-09-05,jobs.ch,HR Generalist,,,2588,exhausted,,,,
2026-09-05,jobs.ch,Personalfachmann,,,2583,exhausted,,,,
2026-09-05,jobs.ch,12,,manufacturing_diverse,2387,exhausted,,,,
2026-09-05,jobs.ch,Sales Manager,,,2295,exhausted,,,,
2026-09-05,jobs.ch,Projektleiter,,,2270,exhausted,,,,
2026-09-05,jobs.ch,16,,public_admin,2267,exhausted,,,,
2026-09-05,jobs.ch,Account Manager,,,2206,exhausted,,,,
2026-09-05,jobs.ch,Verkaufsberater,,,2142,exhausted,,,,
2026-09-05,jobs.ch,111,,,2031,exhausted,,,,
2026-09-05,jobs.ch,Distribution Manager,,,2029,exhausted,,,,
2026-09-05,jobs.ch,Sales Consultant,,,2016,exhausted,,,,
2026-09-05,jobs.ch,Sales Advisor,,,2003,exhausted,,,,
2026-09-05,jobs.ch,Kaufmännische Mitarbeiterin,,,2002,exhausted,,,,
2026-09-05,jobs.ch,Kaufmännischer Mitarbeiter,,,2002,exhausted,,,,
2026-09-05,jobs.ch,Account Executive,,,2000,exhausted,,,,
2026-09-05,jobs.ch,109,,,1893,exhausted,,,,
2026-09-05,jobs.ch,IT-Support,,,1859,exhausted,,,,
2026-09-05,jobs.ch,106,,,1666,exhausted,,,,
2026-09-05,jobs.ch,Kaufmann,,,1659,exhausted,,,,
2026-09-05,jobs.ch,114,,,1599,exhausted,,,,
2026-09-05,jobs.ch,Detailhandelsfachfrau,,,1593,exhausted,,,,
2026-09-05,jobs.ch,Kaufmännischer Angestellter,,,1589,exhausted,,,,
2026-09-05,jobs.ch,Engineering Manager,,,1571,exhausted,,,,
2026-09-05,jobs.ch,101,,,1510,exhausted,,,,
2026-09-05,jobs.ch,102,,,1504,exhausted,,,,
2026-09-05,jobs.ch,108,,,1471,exhausted,,,,
2026-09-05,jobs.ch,FaGe,,,1404,exhausted,,,,
2026-09-05,jobs.ch,9,,hospitality,1401,exhausted,,,,
2026-09-05,jobs.ch,Advisor,,,1344,exhausted,,,,
2026-09-05,jobs.ch,Assistentin,,,1328,exhausted,,,,
2026-09-05,jobs.ch,22,,machinery,1313,exhausted,,,,
2026-09-05,jobs.ch,Geschäftsführer,,,1309,exhausted,,,,
2026-09-05,jobs.ch,113,,,1262,exhausted,,,,
2026-09-05,jobs.ch,Geschäftsleiter,,,1247,exhausted,,,,
2026-09-05,jobs.ch,Verbandssekretär,,,1244,exhausted,,,,
2026-09-05,jobs.ch,Elektroinstallateur,,,1225,exhausted,,,,
2026-09-05,jobs.ch,Elektromonteur,,,1215,exhausted,,,,
2026-09-05,jobs.ch,Head of HR,,,1190,exhausted,,,,
2026-09-05,jobs.ch,Mechaniker,,,1174,exhausted,,,,
2026-09-05,jobs.ch,13,,ict_telecom,1166,exhausted,,,,
2026-09-05,jobs.ch,7,,services_diverse,1161,exhausted,,,,
2026-09-05,jobs.ch,HR Director,,,1147,exhausted,,,,
2026-09-05,jobs.ch,Sachbearbeiter,,,1127,exhausted,,,,
2026-09-05,jobs.ch,Betriebsmechaniker,,,1122,exhausted,,,,
2026-09-05,jobs.ch,Fertigungsmechaniker,,,1120,exhausted,,,,
2026-09-05,jobs.ch,Industriemechaniker,,,1120,exhausted,,,,
2026-09-05,jobs.ch,18,,transport_logistics,1117,exhausted,,,,
2026-09-05,jobs.ch,Arzt,,,1116,exhausted,,,,
2026-09-05,jobs.ch,Reinigung,,,1114,exhausted,,,,
2026-09-05,jobs.ch,Talent Acquisition Manager,,,1112,exhausted,,,,
2026-09-05,jobs.ch,Recruiter,,,1110,exhausted,,,,
2026-09-05,jobs.ch,Talent Acquisition Specialist,,,1074,exhausted,,,,
2026-09-05,jobs.ch,Application Engineer,,,1066,exhausted,,,,
2026-09-05,jobs.ch,Anwendungstechniker,,,1057,exhausted,,,,
2026-09-05,jobs.ch,Köchin,,,1051,exhausted,,,,
2026-09-05,jobs.ch,Technischer Leiter,,,1044,exhausted,,,,
2026-09-05,jobs.ch,Koch,,,1037,exhausted,,,,
2026-09-05,jobs.ch,Facharzt,,,1034,exhausted,,,,
2026-09-05,jobs.ch,Commis de Cuisine,,,1028,exhausted,,,,
2026-09-05,jobs.ch,Fachfrau Betreuung,,,1025,exhausted,,,,
2026-09-05,jobs.ch,Hausarzt,,,1007,exhausted,,,,
2026-09-05,jobs.ch,Application Manager,,,1002,exhausted,,,,
2026-09-05,jobs.ch,20,,insurance,955,exhausted,,,,
2026-09-05,jobs.ch,Einkauf,,,945,exhausted,,,,
2026-09-05,jobs.ch,Fachfrau Gesundheit EFZ,,,943,exhausted,,,,
2026-09-05,jobs.ch,Berufsbildner,,,904,exhausted,,,,
2026-09-05,jobs.ch,Software Engineer,,,892,exhausted,,,,
2026-09-05,jobs.ch,Systems Engineer,,,848,exhausted,,,,
2026-09-05,jobs.ch,Support Engineer,,,812,exhausted,,,,
2026-09-05,jobs.ch,4,,education,776,exhausted,,,,
2026-09-05,jobs.ch,Aussendienst,,,764,exhausted,,,,
2026-09-05,jobs.ch,11,,crafts_trades,760,exhausted,,,,
2026-09-05,jobs.ch,103,,,752,exhausted,,,,
2026-09-05,jobs.ch,Polymechaniker,,,742,exhausted,,,,
2026-09-05,jobs.ch,23,,medical_technology,742,exhausted,,,,
2026-09-05,jobs.ch,Data Engineer,,,740,exhausted,,,,
2026-09-05,jobs.ch,1,,banking_financial,734,exhausted,,,,
2026-09-05,jobs.ch,HR-Berater,,,731,exhausted,,,,
2026-09-05,jobs.ch,Spitex Pflege,,,730,exhausted,,,,
2026-09-05,jobs.ch,Feinmechaniker,,,727,exhausted,,,,
2026-09-05,jobs.ch,Personalberater,,,688,exhausted,,,,
2026-09-05,jobs.ch,Personalvermittler,,,687,exhausted,,,,
2026-09-05,jobs.ch,Ressortleiter,,,686,exhausted,,,,
2026-09-05,jobs.ch,19,,legal_business_advisory,678,exhausted,,,,
2026-09-05,jobs.ch,Communications Manager,,,676,exhausted,,,,
2026-09-05,jobs.ch,Servicetechniker,,,651,exhausted,,,,
2026-09-05,jobs.ch,Bauleiter,,,638,exhausted,,,,
2026-09-05,jobs.ch,Empfang,,,621,exhausted,,,,
2026-09-05,jobs.ch,Marketing Manager,,,621,exhausted,,,,
2026-09-05,jobs.ch,Software Architect,,,618,exhausted,,,,
2026-09-05,jobs.ch,Software Developer,,,603,exhausted,,,,
2026-09-05,jobs.ch,Automatiker,,,602,exhausted,,,,
2026-09-05,jobs.ch,Materialwirtschafter,,,601,exhausted,,,,
2026-09-05,jobs.ch,Zimmermann,,,594,exhausted,,,,
2026-09-05,jobs.ch,Innovation Manager,,,593,exhausted,,,,
2026-09-05,jobs.ch,Kundenberater,,,590,exhausted,,,,
2026-09-05,jobs.ch,Quality Manager,,,589,exhausted,,,,
2026-09-05,jobs.ch,8,,energy_utilities,588,exhausted,,,,
2026-09-05,jobs.ch,5,,life_sciences,552,exhausted,,,,
2026-09-05,jobs.ch,Boutique Manager,,,548,exhausted,,,,
2026-09-05,jobs.ch,Applikationsingenieur,,,548,exhausted,,,,
2026-09-05,jobs.ch,Applikationstechniker,,,547,exhausted,,,,
2026-09-05,jobs.ch,21,,consumer_luxury,544,exhausted,,,,
2026-09-05,jobs.ch,Ausbildner,,,525,exhausted,,,,
2026-09-05,jobs.ch,Boutique Director,,,523,exhausted,,,,
2026-09-05,jobs.ch,Automechaniker,,,519,exhausted,,,,
2026-09-05,jobs.ch,Automechatroniker,,,519,exhausted,,,,
2026-09-05,jobs.ch,Data Consultant,,,509,exhausted,,,,
2026-09-05,jobs.ch,Mechatroniker,,,502,exhausted,,,,
2026-09-05,jobs.ch,Chef de Service,,,501,exhausted,,,,
2026-09-05,jobs.ch,Business Consultant,,,493,exhausted,,,,
2026-09-05,jobs.ch,Jurist,,,485,exhausted,,,,
2026-09-05,jobs.ch,Engagement Manager,,,468,exhausted,,,,
2026-09-05,jobs.ch,Audit Manager,,,464,exhausted,,,,
2026-09-05,jobs.ch,Fleischer,,,460,exhausted,,,,
2026-09-05,jobs.ch,Cloud Engineer,,,459,exhausted,,,,
2026-09-05,jobs.ch,Compliance Manager,,,458,exhausted,,,,
2026-09-05,jobs.ch,IT Consultant,,,458,exhausted,,,,
2026-09-05,jobs.ch,Security Engineer,,,457,exhausted,,,,
2026-09-05,jobs.ch,Chauffeur,,,436,exhausted,,,,
2026-09-05,jobs.ch,Senior Consultant,,,427,exhausted,,,,
2026-09-05,jobs.ch,Schreiner,,,421,exhausted,,,,
2026-09-05,jobs.ch,Kantonsrichter,,,411,exhausted,,,,
2026-09-05,jobs.ch,Bundesrichter,,,411,exhausted,,,,
2026-09-05,jobs.ch,Amtsrichter,,,411,exhausted,,,,
2026-09-05,jobs.ch,Logistiker EFZ,,,407,exhausted,,,,
2026-09-05,jobs.ch,Bildungsverantwortlicher,,,394,exhausted,,,,
2026-09-05,jobs.ch,Management Consultant,,,394,exhausted,,,,
2026-09-05,jobs.ch,Risk Manager,,,393,exhausted,,,,
2026-09-05,jobs.ch,FaBe,,,391,exhausted,,,,
2026-09-05,jobs.ch,Informatiker EFZ,,,389,exhausted,,,,
2026-09-05,jobs.ch,Wissenschaftlicher Mitarbeiter,,,389,exhausted,,,,
2026-09-05,jobs.ch,Portfolio Manager,,,386,exhausted,,,,
2026-09-05,jobs.ch,Change Manager,,,386,exhausted,,,,
2026-09-05,jobs.ch,104,,,383,exhausted,,,,
2026-09-05,jobs.ch,Maurer,,,375,exhausted,,,,
2026-09-05,jobs.ch,Transformation Manager,,,366,exhausted,,,,
2026-09-05,jobs.ch,Relationship Manager,,,359,exhausted,,,,
2026-09-05,jobs.ch,Metzger,,,356,exhausted,,,,
2026-09-05,jobs.ch,Wissenschaftlicher Assistent,,,351,exhausted,,,,
2026-09-05,jobs.ch,Fleischfachmann,,,349,exhausted,,,,
2026-09-05,jobs.ch,Chirurg,,,343,exhausted,,,,
2026-09-05,jobs.ch,Architekt,,,339,exhausted,,,,
2026-09-05,jobs.ch,Pharmazeut,,,338,exhausted,,,,
2026-09-05,jobs.ch,Chef de Partie,,,338,exhausted,,,,
2026-09-05,jobs.ch,17,,tourism_leisure,337,exhausted,,,,
2026-09-05,jobs.ch,Doktorand,,,336,exhausted,,,,
2026-09-05,jobs.ch,PhD Student,,,336,exhausted,,,,
2026-09-05,jobs.ch,Personalassistent,,,329,exhausted,,,,
2026-09-05,jobs.ch,Reception,,,325,exhausted,,,,
2026-09-05,jobs.ch,Ausbildungsleiter,,,322,exhausted,,,,
2026-09-05,jobs.ch,Manager Consulting,,,320,exhausted,,,,
2026-09-05,jobs.ch,Automation Engineer,,,312,exhausted,,,,
2026-09-05,jobs.ch,Servicemitarbeiter,,,306,exhausted,,,,
2026-09-05,jobs.ch,Lehrer,,,304,exhausted,,,,
2026-09-05,jobs.ch,Landmaschinenmechaniker,,,300,exhausted,,,,
2026-09-05,jobs.ch,116,,,299,exhausted,,,,
2026-09-05,jobs.ch,107,,,295,exhausted,,,,
2026-09-05,jobs.ch,Process Development Engineer,,,293,exhausted,,,,
2026-09-05,jobs.ch,Aussendienstmitarbeiter,,,287,exhausted,,,,
2026-09-05,jobs.ch,Gipser,,,280,exhausted,,,,
2026-09-05,jobs.ch,Produktionsmitarbeiter,,,276,exhausted,,,,
2026-09-05,jobs.ch,2nd Level Support,,,276,exhausted,,,,
2026-09-05,jobs.ch,Rektor,,,267,exhausted,,,,
2026-09-05,jobs.ch,Schulleiter,,,267,exhausted,,,,
2026-09-05,jobs.ch,Chef de Cuisine,,,265,exhausted,,,,
2026-09-05,jobs.ch,Tax Manager,,,265,exhausted,,,,
2026-09-05,jobs.ch,Spengler,,,261,exhausted,,,,
2026-09-05,jobs.ch,Research Scientist,,,256,exhausted,,,,
2026-09-05,jobs.ch,Küchenchef,,,253,exhausted,,,,
2026-09-05,jobs.ch,Brand Manager,,,244,exhausted,,,,
2026-09-05,jobs.ch,Tax Consultant,,,244,exhausted,,,,
2026-09-05,jobs.ch,CRM Manager,,,240,exhausted,,,,
2026-09-05,jobs.ch,Wirtschaftsprüfer,,,233,exhausted,,,,
2026-09-05,jobs.ch,Audit Senior,,,233,exhausted,,,,
2026-09-05,jobs.ch,Business Analyst,,,227,exhausted,,,,
2026-09-05,jobs.ch,Sanitärinstallateur,,,227,exhausted,,,,
2026-09-05,jobs.ch,Elektroplaner,,,226,exhausted,,,,
2026-09-05,jobs.ch,Audit Partner,,,222,exhausted,,,,
2026-09-05,jobs.ch,Marketing Specialist,,,222,exhausted,,,,
2026-09-05,jobs.ch,Handwerker,,,220,exhausted,,,,
2026-09-05,jobs.ch,Automobil-Fachmann,,,220,exhausted,,,,
2026-09-05,jobs.ch,Konstrukteur,,,212,exhausted,,,,
2026-09-05,jobs.ch,Treuhand Mandatsleiter,,,208,exhausted,,,,
2026-09-05,jobs.ch,Treuhänder,,,206,exhausted,,,,
2026-09-05,jobs.ch,Community Manager,,,201,exhausted,,,,
2026-09-05,jobs.ch,Principal Scientist,,,200,exhausted,,,,
2026-09-05,jobs.ch,Head of Communications,,,199,exhausted,,,,
2026-09-05,jobs.ch,Gärtner,,,199,exhausted,,,,
2026-09-05,jobs.ch,Gartenbauer,,,192,exhausted,,,,
2026-09-05,jobs.ch,Versicherungsberater,,,189,exhausted,,,,
2026-09-05,jobs.ch,Lagermitarbeiter,,,189,exhausted,,,,
2026-09-05,jobs.ch,Automobil-Mechatroniker EFZ,,,187,exhausted,,,,
2026-09-05,jobs.ch,Hotel Manager,,,187,exhausted,,,,
2026-09-05,jobs.ch,Metallbauer,,,185,exhausted,,,,
2026-09-05,jobs.ch,Bäcker-Konditor,,,172,exhausted,,,,
2026-09-05,jobs.ch,Bäckerin,,,172,exhausted,,,,
2026-09-05,jobs.ch,Erntehelfer,,,169,exhausted,,,,
2026-09-05,jobs.ch,117,,,168,exhausted,,,,
2026-09-05,jobs.ch,Schneider,,,167,exhausted,,,,
2026-09-05,jobs.ch,Anlagenbauer,,,164,exhausted,,,,
2026-09-05,jobs.ch,Controller,,,163,exhausted,,,,
2026-09-05,jobs.ch,Concierge,,,163,exhausted,,,,
2026-09-05,jobs.ch,Anlagen- und Apparatebauer,,,162,exhausted,,,,
2026-09-05,jobs.ch,GMP Auditor,,,159,exhausted,,,,
2026-09-05,jobs.ch,Financial Consultant,,,158,exhausted,,,,
2026-09-05,jobs.ch,Schmied,,,157,exhausted,,,,
2026-09-05,jobs.ch,Vorsorge-Spezialist,,,156,exhausted,,,,
2026-09-05,jobs.ch,Konditorin,,,154,exhausted,,,,
2026-09-05,jobs.ch,Ingenieur Elektrotechnik,,,152,exhausted,,,,
2026-09-05,jobs.ch,Disponent,,,142,exhausted,,,,
2026-09-05,jobs.ch,Rezeptionist,,,141,exhausted,,,,
2026-09-05,jobs.ch,Communications Director,,,141,exhausted,,,,
2026-09-05,jobs.ch,Schweisser,,,140,exhausted,,,,
2026-09-05,jobs.ch,Augenoptiker,,,140,exhausted,,,,
2026-09-05,jobs.ch,Optiker,,,140,exhausted,,,,
2026-09-05,jobs.ch,Fachoptiker,,,140,exhausted,,,,
2026-09-05,jobs.ch,Optometrist,,,140,exhausted,,,,
2026-09-05,jobs.ch,Insurance Broker,,,139,exhausted,,,,
2026-09-05,jobs.ch,Anwalt,,,136,exhausted,,,,
2026-09-05,jobs.ch,Head of Marketing,,,132,exhausted,,,,
2026-09-05,jobs.ch,OP-Fachfrau,,,130,exhausted,,,,
2026-09-05,jobs.ch,Maler,,,130,exhausted,,,,
2026-09-05,jobs.ch,Life Science Manager,,,130,exhausted,,,,
2026-09-05,jobs.ch,Vorsorgeberater,,,129,exhausted,,,,
2026-09-05,jobs.ch,Versicherungsvermittler,,,128,exhausted,,,,
2026-09-05,jobs.ch,Marketing Coordinator,,,128,exhausted,,,,
2026-09-05,jobs.ch,Fischer,,,124,exhausted,,,,
2026-09-05,jobs.ch,15,,media_publishing,124,exhausted,,,,
2026-09-05,jobs.ch,Kundenberater Bank,,,122,exhausted,,,,
2026-09-05,jobs.ch,Life Insurance,,,122,exhausted,,,,
2026-09-05,jobs.ch,Uhrmacher,,,120,exhausted,,,,
2026-09-05,jobs.ch,External Asset Manager,,,120,exhausted,,,,
2026-09-05,jobs.ch,3,,consulting_diverse,119,exhausted,,,,
2026-09-05,jobs.ch,Watchmaker,,,119,exhausted,,,,
2026-09-05,jobs.ch,Kinderanimateur,,,119,exhausted,,,,
2026-09-05,jobs.ch,Netzelektriker,,,115,exhausted,,,,
2026-09-05,jobs.ch,Aussendienst Versicherung,,,114,exhausted,,,,
2026-09-05,jobs.ch,Fachmann Operationstechnik,,,112,exhausted,,,,
2026-09-05,jobs.ch,Kundenberater Privatkunden,,,110,exhausted,,,,
2026-09-05,jobs.ch,Kundenberater Versicherung,,,109,exhausted,,,,
2026-09-05,jobs.ch,Content Manager,,,104,exhausted,,,,
2026-09-05,jobs.ch,Compliance Officer,,,103,exhausted,,,,
2026-09-05,jobs.ch,Ingenieur Energie,,,99,exhausted,,,,
2026-09-05,jobs.ch,Dachdecker,,,97,exhausted,,,,
2026-09-05,jobs.ch,Laborant,,,95,exhausted,,,,
2026-09-05,jobs.ch,Pharma Assistentin,,,94,exhausted,,,,
2026-09-05,jobs.ch,Chocolatier,,,94,exhausted,,,,
2026-09-05,jobs.ch,Apotheker,,,92,exhausted,,,,
2026-09-05,jobs.ch,CRM Specialist,,,92,exhausted,,,,
2026-09-05,jobs.ch,Sachbearbeiter Kanton,,,90,exhausted,,,,
2026-09-05,jobs.ch,Landschaftsgärtner,,,89,exhausted,,,,
2026-09-05,jobs.ch,Digital Health Manager,,,88,exhausted,,,,
2026-09-05,jobs.ch,Vermögensverwalter,,,88,exhausted,,,,
2026-09-05,jobs.ch,Kranführer,,,86,exhausted,,,,
2026-09-05,jobs.ch,Gärtner EFZ,,,84,exhausted,,,,
2026-09-05,jobs.ch,Verkaufsleiter Versicherung,,,84,exhausted,,,,
2026-09-05,jobs.ch,Landwirt,,,83,exhausted,,,,
2026-09-05,jobs.ch,Notfalldienst,,,82,exhausted,,,,
2026-09-05,jobs.ch,Lebensmitteltechnologe,,,80,exhausted,,,,
2026-09-05,jobs.ch,Versicherungsfachmann,,,80,exhausted,,,,
2026-09-05,jobs.ch,Expertin Anästhesiepflege,,,74,exhausted,,,,
2026-09-05,jobs.ch,Elektrotechniker,,,72,exhausted,,,,
2026-09-05,jobs.ch,Kundenberater KMU,,,70,exhausted,,,,
2026-09-05,jobs.ch,Travel Consultant,,,69,exhausted,,,,
2026-09-05,jobs.ch,Käser,,,68,exhausted,,,,
2026-09-05,jobs.ch,Kundenberater Firmenkunden,,,68,exhausted,,,,
2026-09-05,jobs.ch,Betreuer,,,68,exhausted,,,,
2026-09-05,jobs.ch,Milchpraktiker,,,66,exhausted,,,,
2026-09-05,jobs.ch,MTRA,,,64,exhausted,,,,
2026-09-05,jobs.ch,Polizist,,,64,exhausted,,,,
2026-09-05,jobs.ch,Fitnesstrainer,,,61,exhausted,,,,
2026-09-05,jobs.ch,Pilates Lehrer,,,61,exhausted,,,,
2026-09-05,jobs.ch,Milchtechnologe,,,60,exhausted,,,,
2026-09-05,jobs.ch,Process Engineer Medical,,,60,exhausted,,,,
2026-09-05,jobs.ch,Senior Scientist,,,60,exhausted,,,,
2026-09-05,jobs.ch,CRA,,,60,exhausted,,,,
2026-09-05,jobs.ch,14,,agriculture,58,exhausted,,,,
2026-09-05,jobs.ch,Sicherheitsdienst,,,53,exhausted,,,,
2026-09-05,jobs.ch,Sales Consultant Kosmetik,,,52,exhausted,,,,
2026-09-05,jobs.ch,115,,,52,exhausted,,,,
2026-09-05,jobs.ch,Automatikmonteur,,,52,exhausted,,,,
2026-09-05,jobs.ch,Guest Experience Manager,,,47,exhausted,,,,
2026-09-05,jobs.ch,BMA,,,46,exhausted,,,,
2026-09-05,jobs.ch,Corporate Travel Manager,,,42,exhausted,,,,
2026-09-05,jobs.ch,Gerichtsschreiber,,,41,exhausted,,,,
2026-09-05,jobs.ch,Event Coordinator,,,41,exhausted,,,,
